"Dato";"Pris"
"25-9-2012";"13,35"
"26-9-2012";"13,25"
"27-9-2012";"13,25"
"28-9-2012";"13,40"
"29-9-2012";"13,52"
"30-9-2012";"13,55"
"1-10-2012";"13,55"
"2-10-2012";"13,45"
"3-10-2012";"13,50"
"4-10-2012";"13,42"
"5-10-2012";"13,25"
"6-10-2012";"13,31"
"7-10-2012";"13,35"
"8-10-2012";"13,35"
"9-10-2012";"13,52"
"10-10-2012";"13,52"
"11-10-2012";"13,55"
"12-10-2012";"13,55"
"13-10-2012";"13,55"
"14-10-2012";"13,52"
"15-10-2012";"13,52"
"16-10-2012";"13,35"
"17-10-2012";"13,15"
"18-10-2012";"13,05"
"19-10-2012";"13,00"
"20-10-2012";"12,92"
"21-10-2012";"12,92"
"22-10-2012";"12,86"
"23-10-2012";"12,86"
"24-10-2012";"12,72"
"25-10-2012";"12,62"
"26-10-2012";"12,60"
"27-10-2012";"12,62"
"28-10-2012";"12,62"
"29-10-2012";"12,64"
"30-10-2012";"12,66"
"31-10-2012";"12,66"
"1-11-2012";"12,62"
"2-11-2012";"12,65"
"3-11-2012";"12,65"
"4-11-2012";"12,62"
"5-11-2012";"12,62"
"6-11-2012";"12,60"
"7-11-2012";"12,60"
"8-11-2012";"12,72"
"9-11-2012";"12,70"
"10-11-2012";"12,70"
"11-11-2012";"12,68"
"12-11-2012";"12,68"
"13-11-2012";"12,82"
"14-11-2012";"12,86"
"15-11-2012";"12,80"
"16-11-2012";"12,80"
"17-11-2012";"12,80"
"18-11-2012";"12,82"
"19-11-2012";"12,82"
"20-11-2012";"12,82"
"21-11-2012";"12,92"
"22-11-2012";"12,82"
"23-11-2012";"12,82"
"24-11-2012";"12,82"
"25-11-2012";"12,80"
"26-11-2012";"12,80"
"27-11-2012";"12,72"
"28-11-2012";"12,67"
"29-11-2012";"12,62"
"30-11-2012";"12,65"
"1-12-2012";"12,70"
"2-12-2012";"12,70"
"3-12-2012";"12,72"
"4-12-2012";"12,72"
"5-12-2012";"12,72"
"6-12-2012";"12,65"
"7-12-2012";"12,55"
"8-12-2012";"12,55"
"9-12-2012";"12,52"
"10-12-2012";"12,52"
"11-12-2012";"12,52"
"12-12-2012";"12,62"
"13-12-2012";"12,55"
"14-12-2012";"12,62"
"15-12-2012";"12,62"
"16-12-2012";"12,60"
"17-12-2012";"12,60"
"18-12-2012";"12,58"
"19-12-2012";"12,55"
"20-12-2012";"12,58"
"21-12-2012";"12,58"
"22-12-2012";"12,58"
"23-12-2012";"12,62"
"24-12-2012";"12,62"
"25-12-2012";"12,58"
"26-12-2012";"12,58"
"27-12-2012";"12,55"
"28-12-2012";"12,52"
"29-12-2012";"12,60"
"30-12-2012";"12,60"
"31-12-2012";"12,62"
"1-1-2013";"12,72"
"2-1-2013";"12,72"
"3-1-2013";"12,65"
"4-1-2013";"12,82"
"5-1-2013";"12,87"
"6-1-2013";"12,87"
"7-1-2013";"12,92"
"8-1-2013";"12,92"
"9-1-2013";"12,92"
"10-1-2013";"12,92"
"11-1-2013";"12,95"
"12-1-2013";"12,97"
"13-1-2013";"12,97"
"14-1-2013";"12,99"
"15-1-2013";"12,85"
"16-1-2013";"12,82"
"17-1-2013";"12,75"
"18-1-2013";"12,75"
"19-1-2013";"12,75"
"20-1-2013";"12,75"
"21-1-2013";"12,75"
"22-1-2013";"12,82"
"23-1-2013";"12,85"
"24-1-2013";"12,92"
"25-1-2013";"12,95"
"26-1-2013";"12,98"
"27-1-2013";"12,98"
"28-1-2013";"13,00"
"29-1-2013";"13,00"
"30-1-2013";"13,07"
"31-1-2013";"13,12"
"1-2-2013";"13,10"
"2-2-2013";"13,12"
"3-2-2013";"13,12"
"4-2-2013";"13,12"
"5-2-2013";"13,10"
"6-2-2013";"13,10"
"7-2-2013";"13,16"
"8-2-2013";"13,11"
"9-2-2013";"13,13"
"10-2-2013";"13,13"
"11-2-2013";"13,15"
"12-2-2013";"13,31"
"13-2-2013";"13,24"
"14-2-2013";"13,18"
"15-2-2013";"13,27"
"16-2-2013";"13,33"
"17-2-2013";"13,33"
"18-2-2013";"13,35"
"19-2-2013";"13,39"
"20-2-2013";"13,37"
"21-2-2013";"13,32"
"22-2-2013";"13,25"
"23-2-2013";"13,35"
"24-2-2013";"13,35"
"25-2-2013";"13,37"
"26-2-2013";"13,32"
"27-2-2013";"13,29"
"28-2-2013";"13,25"
"1-3-2013";"13,20"
"2-3-2013";"13,16"
"3-3-2013";"13,16"
"4-3-2013";"13,12"
"5-3-2013";"13,05"
"6-3-2013";"12,95"
"7-3-2013";"13,05"
"8-3-2013";"13,02"
"9-3-2013";"13,02"
"10-3-2013";"13,00"
"11-3-2013";"13,00"
"12-3-2013";"12,92"
"13-3-2013";"12,95"
"14-3-2013";"12,85"
"15-3-2013";"12,91"
"16-3-2013";"12,98"
"17-3-2013";"12,98"
"18-3-2013";"13,02"
"19-3-2013";"13,12"
"20-3-2013";"13,12"
"21-3-2013";"13,12"
"22-3-2013";"13,10"
"23-3-2013";"13,18"
"24-3-2013";"13,18"
"25-3-2013";"13,22"
"26-3-2013";"13,15"
"27-3-2013";"13,22"
"28-3-2013";"13,30"
"29-3-2013";"13,32"
"30-3-2013";"13,32"
"31-3-2013";"13,34"
"1-4-2013";"13,34"
"2-4-2013";"13,36"
"3-4-2013";"13,32"
"4-4-2013";"13,25"
"5-4-2013";"13,12"
"6-4-2013";"13,05"
"7-4-2013";"13,05"
"8-4-2013";"13,02"
"9-4-2013";"12,92"
"10-4-2013";"12,90"
"11-4-2013";"12,85"
"12-4-2013";"12,82"
"13-4-2013";"12,72"
"14-4-2013";"12,72"
"15-4-2013";"12,72"
"16-4-2013";"12,63"
"17-4-2013";"12,58"
"18-4-2013";"12,54"
"19-4-2013";"12,54"
"20-4-2013";"12,60"
"21-4-2013";"12,62"
"22-4-2013";"12,62"
"23-4-2013";"12,65"
"24-4-2013";"12,70"
"25-4-2013";"12,72"
"26-4-2013";"12,77"
"27-4-2013";"12,79"
"28-4-2013";"12,79"
"29-4-2013";"12,81"
"30-4-2013";"12,71"
"1-5-2013";"12,71"
"2-5-2013";"12,68"
"3-5-2013";"12,52"
"4-5-2013";"12,55"
"5-5-2013";"12,55"
"6-5-2013";"12,58"
"7-5-2013";"12,65"
"8-5-2013";"12,65"
"9-5-2013";"12,72"
"10-5-2013";"12,72"
"11-5-2013";"12,73"
"12-5-2013";"12,74"
"13-5-2013";"12,74"
"14-5-2013";"12,65"
"15-5-2013";"12,72"
"16-5-2013";"12,72"
"17-5-2013";"12,72"
"18-5-2013";"12,88"
"19-5-2013";"12,88"
"20-5-2013";"12,92"
"21-5-2013";"12,92"
"22-5-2013";"12,95"
"23-5-2013";"12,90"
"24-5-2013";"12,82"
"25-5-2013";"12,82"
"26-5-2013";"12,80"
"27-5-2013";"12,80"
"28-5-2013";"12,82"
"29-5-2013";"12,82"
"30-5-2013";"12,92"
"31-5-2013";"12,82"
"1-6-2013";"12,82"
"2-6-2013";"12,82"
"3-6-2013";"12,82"
"4-6-2013";"12,75"
"5-6-2013";"12,80"
"6-6-2013";"12,80"
"7-6-2013";"12,80"
"8-6-2013";"12,80"
"9-6-2013";"12,82"
"10-6-2013";"12,82"
"11-6-2013";"12,72"
"12-6-2013";"12,72"
"13-6-2013";"12,65"
"14-6-2013";"12,72"
"15-6-2013";"12,72"
"16-6-2013";"12,72"
"17-6-2013";"12,72"
"18-6-2013";"12,85"
"19-6-2013";"12,75"
"20-6-2013";"12,72"
"21-6-2013";"12,72"
"22-6-2013";"12,75"
"23-6-2013";"12,75"
"24-6-2013";"12,75"
"25-6-2013";"12,67"
"26-6-2013";"12,67"
"27-6-2013";"12,69"
"28-6-2013";"12,65"
"29-6-2013";"12,68"
"30-6-2013";"12,70"
"1-7-2013";"12,70"
"2-7-2013";"12,70"
"3-7-2013";"12,70"
"4-7-2013";"12,78"
"5-7-2013";"12,95"
"6-7-2013";"12,95"
"7-7-2013";"12,95"
"8-7-2013";"12,95"
"9-7-2013";"13,00"
"10-7-2013";"13,10"
"11-7-2013";"13,08"
"12-7-2013";"13,20"
"13-7-2013";"13,15"
"14-7-2013";"13,15"
"15-7-2013";"13,12"
"16-7-2013";"13,22"
"17-7-2013";"13,22"
"18-7-2013";"13,22"
"19-7-2013";"13,21"
"20-7-2013";"13,20"
"21-7-2013";"13,18"
"22-7-2013";"13,16"
"23-7-2013";"13,16"
"24-7-2013";"13,03"
"25-7-2013";"13,04"
"26-7-2013";"13,02"
"27-7-2013";"13,02"
"28-7-2013";"13,00"
"29-7-2013";"12,98"
"30-7-2013";"12,91"
"31-7-2013";"13,02"
"1-8-2013";"12,97"
"2-8-2013";"12,97"
"3-8-2013";"13,08"
"4-8-2013";"13,13"
"5-8-2013";"13,15"
"6-8-2013";"13,12"
"7-8-2013";"13,05"
"8-8-2013";"12,97"
"9-8-2013";"12,95"
"10-8-2013";"12,92"
"11-8-2013";"12,92"
"12-8-2013";"12,89"
"13-8-2013";"12,92"
"14-8-2013";"13,02"
"15-8-2013";"13,05"
"16-8-2013";"13,10"
"17-8-2013";"13,10"
"18-8-2013";"13,12"
"19-8-2013";"13,12"
"20-8-2013";"13,10"
"21-8-2013";"13,08"
"22-8-2013";"13,02"
"23-8-2013";"13,00"
"24-8-2013";"13,00"
"25-8-2013";"13,02"
"26-8-2013";"13,02"
"27-8-2013";"13,10"
"28-8-2013";"13,10"
"29-8-2013";"13,22"
"30-8-2013";"13,25"
"31-8-2013";"13,32"
"1-9-2013";"13,32"
"2-9-2013";"13,32"
"3-9-2013";"13,25"
"4-9-2013";"13,15"
"5-9-2013";"13,20"
"6-9-2013";"13,15"
"7-9-2013";"13,13"
"8-9-2013";"13,13"
"9-9-2013";"13,11"
"10-9-2013";"13,11"
"11-9-2013";"13,02"
"12-9-2013";"12,85"
"13-9-2013";"12,75"
"14-9-2013";"12,80"
"15-9-2013";"12,80"
"16-9-2013";"12,80"
"17-9-2013";"12,75"
"18-9-2013";"12,70"
"19-9-2013";"12,65"
"20-9-2013";"12,62"
"21-9-2013";"12,66"
"22-9-2013";"12,70"
"23-9-2013";"12,70"
"24-9-2013";"12,60"
"25-9-2013";"12,52"
"26-9-2013";"12,55"
"27-9-2013";"12,65"
"28-9-2013";"12,63"
"29-9-2013";"12,61"
"30-9-2013";"12,61"
"1-10-2013";"12,65"
"2-10-2013";"12,55"
"3-10-2013";"12,45"
"4-10-2013";"12,52"
"5-10-2013";"12,55"
"6-10-2013";"12,55"
"7-10-2013";"12,55"
"8-10-2013";"12,45"
"9-10-2013";"12,45"
"10-10-2013";"12,55"
"11-10-2013";"12,52"
"12-10-2013";"12,62"
"13-10-2013";"12,65"
"14-10-2013";"12,65"
"15-10-2013";"12,60"
"16-10-2013";"12,55"
"17-10-2013";"12,62"
"18-10-2013";"12,65"
"19-10-2013";"12,62"
"20-10-2013";"12,62"
"21-10-2013";"12,62"
"22-10-2013";"12,60"
"23-10-2013";"12,62"
"24-10-2013";"12,55"
"25-10-2013";"12,42"
"26-10-2013";"12,40"
"27-10-2013";"12,40"
"28-10-2013";"12,40"
"29-10-2013";"12,35"
"30-10-2013";"12,42"
"31-10-2013";"12,35"
"1-11-2013";"12,42"
"2-11-2013";"12,42"
"3-11-2013";"12,42"
"4-11-2013";"12,45"
"5-11-2013";"12,35"
"6-11-2013";"12,27"
"7-11-2013";"12,30"
"8-11-2013";"12,35"
"9-11-2013";"12,35"
"10-11-2013";"12,35"
"11-11-2013";"12,38"
"12-11-2013";"12,42"
"13-11-2013";"12,48"
"14-11-2013";"12,52"
"15-11-2013";"12,55"
"16-11-2013";"12,60"
"17-11-2013";"12,62"
"18-11-2013";"12,62"
"19-11-2013";"12,55"
"20-11-2013";"12,52"
"21-11-2013";"12,55"
"22-11-2013";"12,52"
"23-11-2013";"12,60"
"24-11-2013";"12,62"
"25-11-2013";"12,62"
"26-11-2013";"12,65"
"27-11-2013";"12,57"
"28-11-2013";"12,57"
"29-11-2013";"12,55"
"30-11-2013";"12,55"
"1-12-2013";"12,55"
"2-12-2013";"12,55"
"3-12-2013";"12,55"
"4-12-2013";"12,55"
"5-12-2013";"12,60"
"6-12-2013";"12,55"
"7-12-2013";"12,58"
"8-12-2013";"12,60"
"9-12-2013";"12,60"
"10-12-2013";"12,52"
"11-12-2013";"12,45"
"12-12-2013";"12,42"
"13-12-2013";"12,40"
"14-12-2013";"12,40"
"15-12-2013";"12,40"
"16-12-2013";"12,35"
"17-12-2013";"12,32"
"18-12-2013";"12,42"
"19-12-2013";"12,35"
"20-12-2013";"12,40"
"21-12-2013";"12,48"
"22-12-2013";"12,52"
"23-12-2013";"12,52"
"24-12-2013";"12,60"
"25-12-2013";"12,62"
"26-12-2013";"12,65"
"27-12-2013";"12,65"
"28-12-2013";"12,65"
"29-12-2013";"12,65"
"30-12-2013";"12,65"
"31-12-2013";"12,62"
"1-1-2014";"12,72"
"2-1-2014";"12,65"
"3-1-2014";"12,65"
"4-1-2014";"12,65"
"5-1-2014";"12,62"
"6-1-2014";"12,62"
"7-1-2014";"12,52"
"8-1-2014";"12,52"
"9-1-2014";"12,54"
"10-1-2014";"12,52"
"11-1-2014";"12,56"
"12-1-2014";"12,56"
"13-1-2014";"12,56"
"14-1-2014";"12,52"
"15-1-2014";"12,52"
"16-1-2014";"12,42"
"17-1-2014";"12,52"
"18-1-2014";"12,52"
"19-1-2014";"12,52"
"20-1-2014";"12,48"
"21-1-2014";"12,52"
"22-1-2014";"12,48"
"23-1-2014";"12,54"
"24-1-2014";"12,54"
"25-1-2014";"12,54"
"26-1-2014";"12,54"
"27-1-2014";"12,52"
"28-1-2014";"12,52"
"29-1-2014";"12,52"
"30-1-2014";"12,52"
"31-1-2014";"12,52"
"1-2-2014";"12,62"
"2-2-2014";"12,62"
"3-2-2014";"12,62"
"4-2-2014";"12,60"
"5-2-2014";"12,52"
"6-2-2014";"12,52"
"7-2-2014";"12,50"
"8-2-2014";"12,60"
"9-2-2014";"12,62"
"10-2-2014";"12,62"
"11-2-2014";"12,62"
"12-2-2014";"12,65"
"13-2-2014";"12,65"
"14-2-2014";"12,72"
"15-2-2014";"12,68"
"16-2-2014";"12,65"
"17-2-2014";"12,65"
"18-2-2014";"12,63"
"19-2-2014";"12,66"
"20-2-2014";"12,70"
"21-2-2014";"12,70"
"22-2-2014";"12,70"
"23-2-2014";"12,70"
"24-2-2014";"12,70"
"25-2-2014";"12,70"
"26-2-2014";"12,72"
"27-2-2014";"12,72"
"28-2-2014";"12,72"
"1-3-2014";"12,72"
"2-3-2014";"12,72"
"3-3-2014";"12,70"
"4-3-2014";"12,64"
"5-3-2014";"12,67"
"6-3-2014";"12,62"
"7-3-2014";"12,62"
"8-3-2014";"12,62"
"9-3-2014";"12,62"
"10-3-2014";"12,60"
"11-3-2014";"12,54"
"12-3-2014";"12,60"
"13-3-2014";"12,62"
"14-3-2014";"12,60"
"15-3-2014";"12,57"
"16-3-2014";"12,57"
"17-3-2014";"12,54"
"18-3-2014";"12,62"
"19-3-2014";"12,54"
"20-3-2014";"12,60"
"21-3-2014";"12,60"
"22-3-2014";"12,66"
"23-3-2014";"12,70"
"24-3-2014";"12,70"
"25-3-2014";"12,72"
"26-3-2014";"12,72"
"27-3-2014";"12,72"
"28-3-2014";"12,72"
"29-3-2014";"12,82"
"30-3-2014";"12,82"
"31-3-2014";"12,82"
"1-4-2014";"12,82"
"2-4-2014";"12,82"
"3-4-2014";"12,72"
"4-4-2014";"12,62"
"5-4-2014";"12,70"
"6-4-2014";"12,70"
"7-4-2014";"12,70"
"8-4-2014";"12,76"
"9-4-2014";"12,72"
"10-4-2014";"12,74"
"11-4-2014";"12,84"
"12-4-2014";"12,87"
"13-4-2014";"12,87"
"14-4-2014";"12,90"
"15-4-2014";"12,85"
"16-4-2014";"12,87"
"17-4-2014";"12,90"
"18-4-2014";"12,90"
"19-4-2014";"12,88"
"20-4-2014";"12,88"
"21-4-2014";"12,88"
"22-4-2014";"12,88"
"23-4-2014";"12,86"
"24-4-2014";"12,92"
"25-4-2014";"12,92"
"26-4-2014";"12,94"
"27-4-2014";"12,94"
"28-4-2014";"12,94"
"29-4-2014";"12,92"
"30-4-2014";"12,90"
"1-5-2014";"12,92"
"2-5-2014";"12,82"
"3-5-2014";"12,80"
"4-5-2014";"12,80"
"5-5-2014";"12,74"
"6-5-2014";"12,80"
"7-5-2014";"12,77"
"8-5-2014";"12,64"
"9-5-2014";"12,69"
"10-5-2014";"12,72"
"11-5-2014";"12,72"
"12-5-2014";"12,75"
"13-5-2014";"12,73"
"14-5-2014";"12,73"
"15-5-2014";"12,82"
"16-5-2014";"12,87"
"17-5-2014";"12,87"
"18-5-2014";"12,92"
"19-5-2014";"12,92"
"20-5-2014";"12,90"
"21-5-2014";"12,84"
"22-5-2014";"12,84"
"23-5-2014";"12,90"
"24-5-2014";"12,94"
"25-5-2014";"12,94"
"26-5-2014";"12,94"
"27-5-2014";"12,94"
"28-5-2014";"12,94"
"29-5-2014";"12,92"
"30-5-2014";"12,92"
"31-5-2014";"12,94"
"1-6-2014";"12,94"
"2-6-2014";"12,94"
"3-6-2014";"12,92"
"4-6-2014";"12,90"
"5-6-2014";"12,84"
"6-6-2014";"12,84"
"7-6-2014";"12,84"
"8-6-2014";"12,84"
"9-6-2014";"12,84"
"10-6-2014";"12,87"
"11-6-2014";"12,92"
"12-6-2014";"12,92"
"13-6-2014";"13,00"
"14-6-2014";"13,14"
"15-6-2014";"13,20"
"16-6-2014";"13,20"
"17-6-2014";"13,12"
"18-6-2014";"13,10"
"19-6-2014";"13,10"
"20-6-2014";"13,20"
"21-6-2014";"13,24"
"22-6-2014";"13,24"
"23-6-2014";"13,24"
"24-6-2014";"13,22"
"25-6-2014";"13,22"
"26-6-2014";"13,22"
"27-6-2014";"13,14"
"28-6-2014";"13,14"
"29-6-2014";"13,14"
"30-6-2014";"13,14"
"1-7-2014";"13,17"
"2-7-2014";"13,20"
"3-7-2014";"13,14"
"4-7-2014";"13,14"
"5-7-2014";"13,14"
"6-7-2014";"13,14"
"7-7-2014";"13,14"
"8-7-2014";"13,17"
"9-7-2014";"13,15"
"10-7-2014";"13,15"
"11-7-2014";"13,10"
"12-7-2014";"13,08"
"13-7-2014";"13,08"
"14-7-2014";"13,06"
"15-7-2014";"13,02"
"16-7-2014";"13,00"
"17-7-2014";"12,92"
"18-7-2014";"12,92"
"19-7-2014";"12,88"
"20-7-2014";"12,88"
"21-7-2014";"12,84"
"22-7-2014";"12,84"
"23-7-2014";"12,84"
"24-7-2014";"12,90"
"25-7-2014";"12,90"
"26-7-2014";"12,86"
"27-7-2014";"12,82"
"28-7-2014";"12,82"
"29-7-2014";"12,86"
"30-7-2014";"12,86"
"31-7-2014";"12,86"
"1-8-2014";"12,90"
"2-8-2014";"12,86"
"3-8-2014";"12,83"
"4-8-2014";"12,83"
"5-8-2014";"12,72"
"6-8-2014";"12,72"
"7-8-2014";"12,64"
"8-8-2014";"12,72"
"9-8-2014";"12,74"
"10-8-2014";"12,74"
"11-8-2014";"12,74"
"12-8-2014";"12,74"
"13-8-2014";"12,74"
"14-8-2014";"12,72"
"15-8-2014";"12,72"
"16-8-2014";"12,72"
"17-8-2014";"12,72"
"18-8-2014";"12,70"
"19-8-2014";"12,64"
"20-8-2014";"12,62"
"21-8-2014";"12,64"
"22-8-2014";"12,72"
"23-8-2014";"12,72"
"24-8-2014";"12,72"
"25-8-2014";"12,74"
"26-8-2014";"12,72"
"27-8-2014";"12,74"
"28-8-2014";"12,80"
"29-8-2014";"12,80"
"30-8-2014";"12,74"
"31-8-2014";"12,74"
"1-9-2014";"12,74"
"2-9-2014";"12,74"
"3-9-2014";"12,74"
"4-9-2014";"12,72"
"5-9-2014";"12,82"
"6-9-2014";"12,92"
"7-9-2014";"12,92"
"8-9-2014";"12,92"
"9-9-2014";"12,84"
"10-9-2014";"12,82"
"11-9-2014";"12,82"
"12-9-2014";"12,74"
"13-9-2014";"12,72"
"14-9-2014";"12,72"
"15-9-2014";"12,72"
"16-9-2014";"12,70"
"17-9-2014";"12,70"
"18-9-2014";"12,70"
"19-9-2014";"12,64"
"20-9-2014";"12,64"
"21-9-2014";"12,64"
"22-9-2014";"12,64"
"23-9-2014";"12,62"
"24-9-2014";"12,54"
"25-9-2014";"12,54"
"26-9-2014";"12,54"
"27-9-2014";"12,68"
"28-9-2014";"12,70"
"29-9-2014";"12,70"
"30-9-2014";"12,62"
"1-10-2014";"12,67"
"2-10-2014";"12,64"
"3-10-2014";"12,72"
"4-10-2014";"12,64"
"5-10-2014";"12,64"
"6-10-2014";"12,64"
"7-10-2014";"12,62"
"8-10-2014";"12,64"
"9-10-2014";"12,64"
"10-10-2014";"12,54"
"11-10-2014";"12,44"
"12-10-2014";"12,44"
"13-10-2014";"12,44"
"14-10-2014";"12,42"
"15-10-2014";"12,32"
"16-10-2014";"12,12"
"17-10-2014";"12,02"
"18-10-2014";"11,92"
"19-10-2014";"11,92"
"20-10-2014";"11,92"
"21-10-2014";"11,92"
"22-10-2014";"11,92"
"23-10-2014";"11,92"
"24-10-2014";"12,02"
"25-10-2014";"12,02"
"26-10-2014";"12,02"
"27-10-2014";"12,02"
"28-10-2014";"12,02"
"29-10-2014";"12,02"
"30-10-2014";"12,00"
"31-10-2014";"12,12"
"1-11-2014";"12,10"
"2-11-2014";"12,10"
"3-11-2014";"12,10"
"4-11-2014";"12,02"
"5-11-2014";"12,04"
"6-11-2014";"12,00"
"7-11-2014";"12,02"
"8-11-2014";"12,02"
"9-11-2014";"12,02"
"10-11-2014";"12,02"
"11-11-2014";"12,14"
"12-11-2014";"12,14"
"13-11-2014";"12,10"
"14-11-2014";"12,04"
"15-11-2014";"11,98"
"16-11-2014";"11,98"
"17-11-2014";"11,98"
"18-11-2014";"11,90"
"19-11-2014";"11,90"
"20-11-2014";"11,90"
"21-11-2014";"11,82"
"22-11-2014";"11,90"
"23-11-2014";"11,90"
"24-11-2014";"11,90"
"25-11-2014";"11,90"
"26-11-2014";"11,90"
"27-11-2014";"11,82"
"28-11-2014";"11,80"
"29-11-2014";"11,72"
"30-11-2014";"11,62"
"1-12-2014";"11,52"
"2-12-2014";"11,52"
"3-12-2014";"11,50"
"4-12-2014";"11,42"
"5-12-2014";"11,34"
"6-12-2014";"11,32"
"7-12-2014";"11,32"
"8-12-2014";"11,32"
"9-12-2014";"11,24"
"10-12-2014";"11,22"
"11-12-2014";"11,22"
"12-12-2014";"11,04"
"13-12-2014";"11,02"
"14-12-2014";"11,02"
"15-12-2014";"11,02"
"16-12-2014";"10,92"
"17-12-2014";"10,84"
"18-12-2014";"10,72"
"19-12-2014";"10,72"
"20-12-2014";"10,72"
"21-12-2014";"10,72"
"22-12-2014";"10,72"
"23-12-2014";"10,82"
"24-12-2014";"10,82"
"25-12-2014";"10,80"
"26-12-2014";"10,80"
"27-12-2014";"10,80"
"28-12-2014";"10,80"
"29-12-2014";"10,80"
"30-12-2014";"10,80"
"31-12-2014";"10,72"
