week_start,traffic_total,traffic_mean_site,traffic_median_site,rain_mean_mm,rain_median_mm,rain_max_mm,gasoline_price_mean,real_gasoline_price_mean,diesel_price_mean,real_diesel_price_mean,traffic_total_index100,traffic_mean_site_index100,gasoline_price_mean_index100,real_gasoline_price_mean_index100,diesel_price_mean_index100,real_diesel_price_mean_index100,traffic_total_ma7,traffic_total_ma30,traffic_mean_site_ma7,traffic_mean_site_ma30,gasoline_price_mean_ma7,gasoline_price_mean_ma30,real_gasoline_price_mean_ma7,real_gasoline_price_mean_ma30,rain_mean_mm_ma7,rain_mean_mm_ma30
2013-04-30,559980.0,11070.330182072828,8511.92857142857,0.0033613445378151267,0.0,0.028571428571428574,12.614285714285714,15.39536797796915,11.040000000000001,13.473999484913211,149.17524454958124,168.09688755465103,108.37015218458518,102.75482287013945,106.66666666666666,101.13961545728573,566151.8775510204,548535.8571428572,11113.921518607442,11201.64145813881,12.694489795918368,12.804619047619047,15.501391212766054,15.641282871867233,0.23541416566626522,0.7293872549019607
2013-05-07,465148.8,9546.833333333332,7270.8,1.9327941176470589,1.98,1.98,12.716,15.516778523489933,11.181999999999999,13.64490543014033,123.91279329966115,144.9634241203674,109.24398625429554,103.56516524827603,108.03864734299518,102.42248336885045,497451.6571428572,535701.2,10067.249509803922,10881.088823529411,12.629142857142858,12.699533333333331,15.410790551730148,15.509967799000364,1.2825420168067214,0.9610637254901959
2013-05-14,630926.5,12371.107843137255,9034.5,0.0,0.0,0.0,12.7025,15.500305064063454,11.14,13.59365466748017,168.07495790976708,187.84848236973966,109.12800687285223,103.45521481332385,107.6328502415459,102.03778078420622,521606.2142857143,531944.8333333333,10487.998511904761,10719.237295751635,12.707142857142857,12.669416666666667,15.505970539527587,15.470330205914205,0.7582457983193264,0.7917279411764706
2013-05-21,537786.0,11099.16736694678,8229.142857142857,3.6221638655462187,3.8142857142857145,3.8142857142857145,12.858571428571429,15.690752200819315,11.24,13.715680292861501,143.26289879163735,168.5347643788671,110.46882670594012,104.72633492110415,108.59903381642512,102.95373931907342,580589.5918367347,542405.4761904762,11767.268357342937,10895.00953548086,12.811224489795919,12.698333333333334,15.632976802679583,15.502149611467278,2.7552671068427363,1.1586274509803922
2013-05-28,591641.4285714285,11600.812324929972,8506.57142857143,0.25882352941176473,0.2571428571428572,0.3,12.834285714285715,15.670128745469727,11.211428571428572,13.688688449459178,157.60965533198765,176.15196772398622,110.26018654884633,104.58868575906727,108.32298136645963,102.75113097956363,568212.7755102041,552612.0952380953,11321.918417366947,11056.999988328665,12.831632653061224,12.74452380952381,15.66045465992888,15.55471978814609,1.1547418967587022,1.2821218487394959
2013-06-04,552369.1428571428,10830.767507002802,8072.428571428572,0.0,0.0,0.0,12.79857142857143,15.63852813852814,11.137142857142859,13.60843457617651,147.14775879023688,164.4592598243824,109.95336278841432,104.37777071153359,107.60524499654935,102.14872292011141,566861.1020408163,552777.580952381,11114.923569427772,11057.233800186741,12.806734693877553,12.770714285714286,15.645921440079112,15.588443507852471,0.0021608643457377515,1.2276960784313726
2013-06-11,517173.28571428574,10570.764063061122,7336.642857142857,3.9584960137901315,3.857142857142857,4.6571428571428575,12.709999999999999,15.530303030303031,11.137142857142859,13.60843457617651,137.77179786945786,160.51125023828504,109.19243986254295,103.65543319795896,107.60524499654935,102.1487229201114,540192.7959183673,562284.4714285714,10795.335082238025,11215.559208264502,12.751632653061225,12.794761904761904,15.581173818501009,15.622667775081718,2.695775540985624,1.5509155534008474
2013-06-18,571317.4285714285,11451.534873289975,9096.642857142857,1.6707221350078494,1.6285714285714286,2.185714285714286,12.755714285714287,15.58616115067728,11.257142857142856,13.755062142158916,152.1954661283988,173.88527155593434,109.58517427589592,104.02825255980393,108.76466528640444,103.24935051442765,542869.5102040817,553586.8619047619,10947.50625537499,11051.857901745558,12.743061224489795,12.78790476190476,15.570700420930836,15.619177033065322,2.4939574573942593,1.7179895203502646
2013-06-25,591224.1428571428,12065.79883381924,9791.714285714286,1.0825072886297378,1.1,1.2142857142857146,12.680000000000001,15.499076979455037,11.217142857142857,13.711022728384552,157.49849297176834,183.2125326406285,108.93470790378005,103.44701808710151,108.37819185645273,102.91877833509139,586793.530612245,561326.2,11960.415900426104,11230.626128651706,12.704081632653061,12.756809523809522,15.523847233025664,15.586175588415369,1.174762118348123,1.5071777121104852
2013-07-02,536120.1428571428,10941.227405247813,8833.142857142857,0.019533527696793004,0.014285714285714287,0.09999999999999999,12.854285714285712,15.745082942535172,11.368571428571428,13.925246727794498,142.81912464493502,166.13653275023054,110.43200785468824,105.08895994893103,109.84126984126985,104.52680369877821,561548.2040816327,557526.5238095238,11460.167430237401,11260.986951075913,12.753469387755102,12.742095238095237,15.609973645871381,15.575897403511949,0.3634735526863794,1.5698593561966911
